Table S1. Essentiality classification for genes of the TL data,,,,,
Gene,Insertion Index Score,Log Likelihood Ratio,Essential,Non-essential,Unclear
ycgV,"0,19665272","15,14241261",0,1,0
ychF,"0,07967033","2,232191618",0,0,1
pth,"0,017094017","-11,65807531",1,0,0
ychH,"0,168458781","12,44775433",0,1,0
dauA,"0,152380952","10,83132069",0,1,0
prs,"0,003164557","-23,64112411",1,0,0
ispE,"0,003521127","-22,91372984",1,0,0
lolB,"0,004807692","-20,77735583",1,0,0
hemA,"0,005568815","-19,760084",1,0,0
prfA,"0,005540166","-19,7959005",1,0,0
prmC,"0,002398082","-25,52115633",1,0,0
ychQ,"0,152671756","10,86116808",0,1,0
ychA,"0,143209877","9,877161287",0,1,0
kdsA,"0,002339181","-25,68914942",1,0,0
ldrA,"0,12962963","8,413237909",0,1,0
ldrB,"0,092592593","3,992374538",0,1,0
ldrC,"0,138888889","9,418401974",0,1,0
chaA,"0,248864668","19,79454907",0,1,0
chaB,"0,225108225","17,72287976",0,1,0
chaC,"0,114942529","6,747318221",0,1,0
ychN,"0,093220339","4,074275585",0,1,0
ychO,"0,12688172","8,108641863",0,1,0
narL,"0,135176651","9,019173325",0,1,0
narX,"0,141903172","9,739080664",0,1,0
narK,"0,144396552","10,00208079",0,1,0
narG,"0,107371795","5,847907064",0,1,0
narH,"0,0805718","2,360047837",0,0,1
narJ,"0,082981716","2,697831817",0,0,1
narI,"0,10619469","5,705222855",0,1,0
tpr,"0,055555556","-1,581820748",0,0,1
purU,"0,109134045","6,060039529",0,1,0
ychJ,"0,198257081","15,29124847",0,1,0
rssA,"0,119205298","7,240847747",0,1,0
rssB,"0,1765286","13,23556403",0,1,0
galU,"0,135313531","9,033980873",0,1,0
hns,"0,089371981","3,567313114",0,0,1
tdk,"0,34789644","27,87998004",0,1,0
insZ,"0,142222222","9,772846313",0,1,0
adhE,"0,126681614","8,086341226",0,1,0
ychE,"0,220679012","17,32891493",0,1,0
oppA,"0,095588235","4,380544453",0,1,0
oppB,"0,142236699","9,77437765",0,1,0
oppC,"0,101210121","5,091780816",0,1,0
oppD,"0,075936884","1,693435078",0,0,1
oppF,"0,055721393","-1,552275308",0,0,1
yciU,"0,075757576","1,667169658",0,0,1
clsA,"0,106091718","5,692702579",0,1,0
yciY,"0,126436782","8,059033683",0,1,0
kch,"0,170653907","12,66349592",0,1,0
yciI,"0,138047138","9,3283003",0,1,0
tonB,"0,040277778","-4,614558523",1,0,0
yciA,"0,140350877","9,574318509",0,1,0
yciB,"0,112962963","6,515076422",0,1,0
yciC,"0,181451613","13,70929417",0,1,0
ompW,"0,297339593","23,84481222",0,1,0
yciE,"0,130177515","8,473609508",0,1,0
yciF,"0,175648703","13,15035975",0,1,0
yciG,"0,177777778","13,35624551",0,1,0
trpA,"0,180916976","13,6580878",0,1,0
trpB,"0,101340034","5,107965999",0,1,0
trpC,"0,107929515","5,915233111",0,1,0
trpD,"0,105889724","5,668124192",0,1,0
trpE,"0,111324376","6,321304356",0,1,0
trpL,"0,044444444","-3,71643435",1,0,0
yciV,"0,115646259","6,829403234",0,1,0
yciO,"0,101449275","5,12156735",0,1,0
yciQ,"0,187763713","14,30960176",0,1,0
rluB,"0,119863014","7,31622708",0,1,0
btuR,"0,120135364","7,347382055",0,1,0
yciK,"0,108036891","5,92817484",0,1,0
sohB,"0,101904762","5,178196535",0,1,0
yciN,"0,103174603","5,335377533",0,1,0
topA,"0,01308699","-13,6624738",1,0,0
cysB,"0,118974359","7,2143327",0,1,0
ymiA,"0,224242424","17,64607401",0,1,0
yciX,"0,303571429","24,35137054",0,1,0
acnA,"0,107623318","5,878292043",0,1,0
ribA,"0,001692047","-27,86982087",1,0,0
pgpB,"0,069281046","0,692160153",0,0,1
yciS,"0,038834951","-4,941379755",1,0,0
yciM,"0,054700855","-1,735036413",0,0,1
pyrF,"0,134146341","8,907496736",0,1,0
yciH,"0,220183486","17,28467562",0,1,0
osmB,"0,337899543","27,09461319",0,1,0
yciT,"0,168","12,40252343",0,1,0
yciZ,"0,206896552","16,08545164",0,1,0
gmr,"0,129909366","8,444076797",0,1,0
ymiB,"0,00952381","-15,97603279",1,0,0
rnb,"0,088372093","3,43362695",0,0,1
yciW,"0,105496454","5,620202434",0,1,0
fabI,"0,001267427","-29,80636683",1,0,0
ycjD,"0,127118644","8,135024381",0,1,0
sapF,"0,105328377","5,599693479",0,1,0
sapD,"0,095669688","4,391006372",0,1,0
sapC,"0,109988777","6,162304014",0,1,0
sapB,"0,109730849","6,131486566",0,1,0
sapA,"0,097931873","4,679676812",0,1,0
ymjA,"0,146341463","10,20585582",0,1,0
puuP,"0,111832612","6,381557471",0,1,0
puuA,"0,11627907","6,903006806",0,1,0
puuD,"0,11503268","6,757847467",0,1,0
puuR,"0,134408602","8,935960319",0,1,0
puuC,"0,098790323","4,78828809",0,1,0
puuB,"0,112412178","6,450100343",0,1,0
puuE,"0,120063191","7,339129276",0,1,0
pspF,"0,114519427","6,697847272",0,1,0
pspA,"0,080717489","2,38063281",0,0,1
pspB,"0,128888889","8,331427386",0,1,0
pspC,"0,102777778","5,286367319",0,1,0
pspD,"0,076576577","1,786839387",0,0,1
pspE,"0,282539683","22,62991358",0,1,0
ycjM,"0,239285714","18,96717726",0,1,0
ycjN,"0,163186388","11,92492614",0,1,0
ycjO,"0,138321995","9,357748102",0,1,0
ycjP,"0,118623962","7,174054565",0,1,0
ycjQ,"0,106362773","5,725646564",0,1,0
ycjR,"0,125475285","7,951551422",0,1,0
ycjS,"0,134469697","8,942587432",0,1,0
ycjT,"0,112433862","6,452661396",0,1,0
ycjU,"0,115151515","6,771720673",0,1,0
ycjV,"0,225300092","17,73988713",0,1,0
ompG,"0,397350993","31,69029931",0,1,0
ycjW,"0,262262262","20,93546226",0,1,0
ycjX,"0,120886981","7,433185985",0,1,0
ycjF,"0,124293785","7,818943278",0,1,0
tyrR,"0,088845655","3,497047125",0,0,1
tpx,"0,134122288","8,904884963",0,1,0
ycjG,"0,107660455","5,882775275",0,1,0
mpaA,"0,14266118","9,819247668",0,1,0
ymjC,"0,094202899","4,201867967",0,1,0
ymjD,"0,151515152","10,74231416",0,1,0
ycjY,"0,191096634","14,62352776",0,1,0
pgrR,"0,22","17,26828597",0,1,0
mppA,"0,225526642","17,75996267",0,1,0
ynaI,"0,262596899","20,9637307",0,1,0
insH1,"0,399213373","31,83161138",0,1,0
ynaJ,"0,089147287","3,537344061",0,0,1
uspE,"0,113564669","6,58587996",0,1,0
fnr,"0,078353254","2,043861624",0,0,1
ogt,"0,075581395","1,641326194",0,0,1
abgT,"0,081204977","2,449355656",0,0,1
abgB,"0,104426003","5,489295412",0,1,0
abgA,"0,122044241","7,564798891",0,1,0
abgR,"0,123212321","7,697039202",0,1,0
smrA,"0,095744681","4,400634321",0,1,0
ydaM,"0,134630981","8,960075714",0,1,0
ydaN,"0,134146341","8,907496736",0,1,0
dbpA,"0,098981077","4,812354193",0,1,0
ttcA,"0,121794872","7,536489307",0,1,0
intR,"0,21197411","16,5467709",0,1,0
ydaQ,"0,305555556","24,51206082",0,1,0
rcbA,"0,1","4,940490807",0,1,0
ralR,"0,230769231","18,22269315",0,1,0
recT,"0,217283951","17,02513596",0,1,0
recE,"0,121491734","7,502038249",0,1,0
racC,"0,163043478","11,91066055",0,1,0
ydaE,"0,029239766","-7,387323963",1,0,0
kilR,"0,067567568","0,424945979",0,0,1
sieB,"0,17791411","13,36939652",0,1,0
ydaF,"0,378205128","30,22888648",0,1,0
ydaG,"0,207407407","16,13204221",0,1,0
racR,"0,012578616","-13,95468959",1,0,0
ydaS,"0,03030303","-7,088034047",1,0,0
ydaT,"0,087470449","3,312350506",0,0,1
ydaU,"0,115384615","6,79891312",0,1,0
ydaV,"0,104417671","5,488273772",0,1,0
ydaW,"0,086","3,113051898",0,0,1
rzpR,"0,263513514","21,04110676",0,1,0
rzoR,"0,301075269","24,14880996",0,1,0
trkG,"0,139231824","9,455040174",0,1,0
ynaK,"0,382575758","30,56393237",0,1,0
ydaY,"0,236203091","18,69870386",0,1,0
tmpR,"0,163987138","12,00476515",0,1,0
lomR,"0,105","5,559575877",0,1,0
insH1,"0,139653415","9,500026785",0,1,0
stfR,"0,134998513","8,999892367",0,1,0
tfaR,"0,206597222","16,05813367",0,1,0
pinR,"0,197969543","15,26460576",0,1,0
ynaE,"0,102564103","5,259936408",0,1,0
ttcC,"0,019607843","-10,60151157",1,0,0
uspF,"0,287356322","23,02720685",0,1,0
ompN,"0,251322751","20,00525212",0,1,0
pfo,"0,139007092","9,431034991",0,1,0
ydbJ,"0,168539326","12,45569014",0,1,0
hslJ,"0,139479905","9,481519415",0,1,0
ldhA,"0,139393939","9,472346097",0,1,0
ydbH,"0,170833333","12,68108152",0,1,0
ynbE,"0,317204301","25,44995765",0,1,0
ydbL,"0,275229358","22,02323675",0,1,0
feaR,"0,20419426","15,83832379",0,1,0
feaB,"0,131333333","8,600586266",0,1,0
tynA,"0,136323659","9,143047159",0,1,0
paaZ,"0,120723363","7,414529384",0,1,0
paaA,"0,119354839","7,258003909",0,1,0
paaB,"0,079861111","2,259320252",0,0,1
paaC,"0,140562249","9,596800941",0,1,0
paaD,"0,126506024","8,066759159",0,1,0
paaE,"0,097105509","4,574645008",0,1,0
paaF,"0,10546875","5,616823116",0,1,0
paaG,"0,121673004","7,522644177",0,1,0
paaH,"0,105042017","5,564712668",0,1,0
paaI,"0,172576832","12,85158469",0,1,0
paaJ,"0,121890547","7,547354071",0,1,0
paaK,"0,125570776","7,96224329",0,1,0
paaX,"0,123028391","7,676255903",0,1,0
paaY,"0,208121827","16,19713089",0,1,0
ynbG,0,"-172,1619602",1,0,0
ydbA,"0,267029523","21,33717316",0,1,0
insD1,"0,431567329","34,26466536",0,1,0
insC1,"0,43989071","34,88434287",0,1,0
insI1,"0,307291667","24,65243586",0,1,0
ydbC,"0,191637631","14,67429228",0,1,0
ydbD,"0,275682705","22,0609928",0,1,0
ynbA,"0,303630363","24,35614754",0,1,0
ynbB,"0,179487179","13,52086019",0,1,0
ynbC,"0,147326507","10,30861457",0,1,0
ynbD,"0,124516628","7,843999926",0,1,0
azoR,"0,102310231","5,228495927",0,1,0
hrpA,"0,083781706","2,808712014",0,0,1
ydcF,"0,163545568","11,96075789",0,1,0
aldA,"0,120138889","7,347785068",0,1,0
gapC,"0,093812375","4,151242673",0,1,0
cybB,"0,116760829","6,958909739",0,1,0
ydcA,"0,137931034","9,315853204",0,1,0
hokB,"0,24","19,02922852",0,1,0
mokB,"0,196428571","15,12158352",0,1,0
trg,"0,137720902","9,29331378",0,1,0
ydcI,"0,147186147","10,29399052",0,1,0
ydcJ,"0,110119048","6,177855062",0,1,0
opgD,"0,13647343","9,159187296",0,1,0
ydcH,"0,106666667","5,762530724",0,1,0
rimL,"0,124074074","7,794217979",0,1,0
ydcK,"0,096839959","4,540791984",0,1,0
tehA,"0,13897281","9,427371574",0,1,0
tehB,"0,173400673","12,93191539",0,1,0
ydcL,"0,139013453","9,431714691",0,1,0
insP,"0,127314815","8,156851482",0,1,0
insQ,"0,113141862","6,536147218",0,1,0
ydcO,"0,098639456","4,769236791",0,1,0
ydcN,"0,094972067","4,301246931",0,1,0
ydcP,"0,105504587","5,621194406",0,1,0
yncJ,"0,112554113","6,466859534",0,1,0
hicA,"0,129943503","8,447838054",0,1,0
hicB,"0,091127098","3,799982991",0,1,0
ydcR,"0,115849325","6,853043743",0,1,0
ydcS,"0,160558464","11,66178065",0,1,0
ydcT,"0,121301775","7,480428794",0,1,0
ydcU,"0,128450106","8,28286348",0,1,0
ydcV,"0,095597484","4,381732647",0,1,0
patD,"0,105964912","5,677275785",0,1,0
yncL,"0,125","7,898277946",0,1,0
ydcX,"0,074712644","1,513362881",0,0,1
ydcY,"0,128205128","8,255716103",0,1,0
ydcZ,"0,1","4,940490807",0,1,0
mnaT,"0,111753372","6,37217232",0,1,0
curA,"0,177263969","13,30664689",0,1,0
mcbR,"0,298798799","23,96368072",0,1,0
yncD,"0,168330956","12,43515709",0,1,0
yncE,"0,125235405","7,924675796",0,1,0
ansP,"0,137333333","9,25170147",0,1,0
yncG,"0,229773463","18,1350704",0,1,0
yncH,"0,014084507","-13,1174424",1,0,0
rhsE,"0,275895925","22,0787442",0,1,0
ydcD,"0,028985507","-7,460166058",1,0,0
yncI,"0,097815764","4,66494785",0,1,0
ydcC,"0,242744063","19,26706813",0,1,0
pptA,"0,243589744","19,34019561",0,1,0
yddH,"0,180701754","13,63745801",0,1,0
nhoA,"0,115839243","6,851870499",0,1,0
yddE,"0,108501119","5,984051915",0,1,0
narV,"0,130690162","8,52999209",0,1,0
narW,"0,102011494","5,191447015",0,1,0
narY,"0,108737864","6,012501177",0,1,0
narZ,"0,120823309","7,425927204",0,1,0
narU,"0,137508999","9,270568797",0,1,0
yddK,"0,045795796","-3,438209729",0,0,1
yddL,"0,039426523","-4,80631315",1,0,0
yddG,"0,329931973","26,46454124",0,1,0
fdnG,"0,119094488","7,228128304",0,1,0
fdnH,"0,096045198","4,439175435",0,1,0
fdnI,"0,088685015","3,475555125",0,0,1
yddM,"0,066666667","0,282758844",0,0,1
adhP,"0,122650841","7,633548005",0,1,0
maeA,"0,130742049","8,535693105",0,1,0
sra,"0,123188406","7,694337744",0,1,0
bdm,"0,375","29,98262589",0,1,0
osmC,"0,173611111","12,95241069",0,1,0
ddpF,"0,132686084","8,748547753",0,1,0
ddpD,"0,127659574","8,195173305",0,1,0
ddpC,"0,117056856","6,993204559",0,1,0
ddpB,"0,124144673","7,802165135",0,1,0
ddpA,"0,087685364","3,341321105",0,0,1
ddpX,"0,147766323","10,35439998",0,1,0
dosP,"0,1075","5,863399263",0,1,0
dosC,"0,232827187","18,40339415",0,1,0
yddW,"0,176515152","13,23426304",0,1,0
gadC,"0,1796875","13,54011153",0,1,0
gadB,"0,266952177","21,33067267",0,1,0
pqqL,"0,220672389","17,32832386",0,1,0
yddB,"0,246944796","19,6295324",0,1,0
yddA,"0,293594306","23,5389841",0,1,0
ydeM,"0,179620035","13,5336289",0,1,0
ydeN,"0,276886512","22,16116269",0,1,0
ydeO,"0,114173228","6,657301023",0,1,0
safA,"0,035353535","-5,769005313",1,0,0
ydeP,"0,170175439","12,61656535",0,1,0
ydeQ,"0,207650273","16,15417779",0,1,0
ydeR,"0,349206349","27,98247625",0,1,0
ydeS,"0,269303202","21,52801632",0,1,0
ydeT,"0,241238794","19,13670596",0,1,0
yneL,"0,245098039","19,47042289",0,1,0
hipA,"0,081632653","2,509450191",0,0,1
hipB,"0,02247191","-9,529909302",1,0,0
yneO,"0,16682322","12,28627931",0,1,0
lsrK,"0,114249843","6,666279272",0,1,0
lsrR,"0,076519916","1,778584819",0,0,1
lsrA,"0,098958333","4,809486033",0,1,0
lsrC,"0,121477162","7,500381133",0,1,0
lsrD,"0,097683787","4,648194639",0,1,0
lsrB,"0,138807429","9,409693099",0,1,0
lsrF,"0,20890411","16,26831297",0,1,0
lsrG,"0,109965636","6,159540596",0,1,0
tam,"0,109354414","6,086444164",0,1,0
yneE,"0,093989071","4,174162672",0,1,0
uxaB,"0,099862259","4,92320938",0,1,0
yneF,"0,088607595","3,465189369",0,0,1
yneG,"0,097222222","4,589508227",0,1,0
glsB,"0,103559871","5,382866761",0,1,0
sad,"0,09287257","4,028940021",0,1,0
yneJ,"0,16553288","12,15843905",0,1,0
yneK,"0,130824373","8,544736208",0,1,0
ydeA,"0,133501259","8,837377227",0,1,0
marC,"0,147147147","10,28992606",0,1,0
marR,"0,12183908","7,541510033",0,1,0
marA,"0,125","7,898277946",0,1,0
marB,"0,086757991","3,216024272",0,0,1
eamA,"0,082222222","2,591995709",0,0,1
ydeE,"0,203703704","15,7933385",0,1,0
yneM,"0,09375","4,143146143",0,1,0
dgcZ,"0,338945006","27,17701119",0,1,0
ydeI,"0,264631043","21,13533475",0,1,0
ydeJ,"0,283236994","22,68754772",0,1,0
dcp,"0,164222874","12,02823916",0,1,0
ydfG,"0,131191432","8,585024966",0,1,0
rspR,"0,062590975","-0,376096203",0,0,1
ydfZ,"0,132352941","8,712173524",0,1,0
ydfI,"0,136208077","9,130585957",0,1,0
ydfJ,"0,25877193","20,63996954",0,1,0
ydfK,"0,08974359","3,616785617",0,1,0
pinQ,"0,159052453","11,51018207",0,1,0
tfaQ,"0,211805556","16,53151893",0,1,0
stfQ,"0,107995846","5,923228573",0,1,0
nohQ,"0,098484848","4,749697027",0,1,0
ynfO,"0,132478632","8,725902012",0,1,0
ydfO,"0,02919708","-7,399517805",1,0,0
gnsB,"0,045977011","-3,401345691",0,0,1
ynfN,"0,051282051","-2,36458039",0,0,1
cspI,"0,084507042","2,908723375",0,0,1
rzpQ,"0,118473896","7,156786846",0,1,0
rzoQ,"0,109803922","6,140221091",0,1,0
rrrQ,"0,132958801","8,778293317",0,1,0
ydfR,"0,092948718","4,038874668",0,1,0
essQ,"0,162037037","11,81005098",0,1,0
cspB,"0,180555556","13,62343907",0,1,0
cspF,"0,244131455","19,38699635",0,1,0
quuQ,"0,173970784","12,98741801",0,1,0
ydfU,"0,116190476","6,892714095",0,1,0
rem,"0,138888889","9,418401974",0,1,0
hokD,"0,179487179","13,52086019",0,1,0
relE,"0,107638889","5,880171892",0,1,0
relB,"0,016666667","-11,85087856",1,0,0
ydfV,"0,248366013","19,75172681",0,1,0
flxA,"0,267267267","21,35715071",0,1,0
intK,"0,12568306","7,974810531",0,1,0
ydfX,"0,139784946","9,514049677",0,1,0
dicC,"0,090909091","3,771217968",0,1,0
dicA,0,"-172,1619602",1,0,0
ydfA,"0,096153846","4,453093512",0,1,0
ydfB,"0,07751938","1,923662732",0,0,1
ydfC,"0,118721461","7,185267856",0,1,0
dicB,"0,232804233","18,40138152",0,1,0
ydfD,"0,234375","18,53896048",0,1,0
ydfE,"0,223529412","17,58274825",0,1,0
insD1,"0,412698413","32,8506038",0,1,0
intQ,"0,222797927","17,51771189",0,1,0
rspB,"0,205882353","15,99283581",0,1,0
rspA,"0,156378601","11,23955738",0,1,0
ynfA,"0,100917431","5,055276115",0,1,0
ynfB,"0,175438596","13,12998968",0,1,0
speG,"0,310160428","24,88393091",0,1,0
ynfC,"0,243319269","19,31681587",0,1,0
ynfD,"0,199346405","15,39205722",0,1,0
ynfE,"0,107540173","5,868251802",0,1,0
ynfF,"0,106435644","5,734495958",0,1,0
ynfG,"0,105177994","5,581329291",0,1,0
ynfH,"0,115789474","6,846078134",0,1,0
dmsD,"0,104065041","5,444996831",0,1,0
clcB,"0,122513922","7,618044463",0,1,0
ynfK,"0,130747126","8,536250878",0,1,0
mlc,"0,114660115","6,71430712",0,1,0
ynfL,"0,136465324","9,158313954",0,1,0
ynfM,"0,167464115","12,34962842",0,1,0
asr,"0,200647249","15,51218197",0,1,0
ydgU,"0,178571429","13,43274916",0,1,0
ydgD,"0,149635036","10,5482861",0,1,0
mdtI,"0,13030303","8,487423508",0,1,0
mdtJ,"0,232240437","18,35192702",0,1,0
tqsA,"0,142995169","9,854510991",0,1,0
pntB,"0,120950324","7,440405438",0,1,0
pntA,"0,098499674","4,751571482",0,1,0
ydgH,"0,101587302","5,138741815",0,1,0
ydgI,"0,110629067","6,238649509",0,1,0
folM,"0,123098202","7,684145984",0,1,0
ydgC,"0,104166667","5,457476772",0,1,0
rstA,"0,1125","6,460471301",0,1,0
rstB,"0,112135177","6,41736263",0,1,0
tus,"0,115053763","6,760309284",0,1,0
fumC,"0,114672365","6,715739842",0,1,0
fumA,"0,086824529","3,225039161",0,0,1
manA,"0,080782313","2,389785116",0,0,1
ydgA,"0,087475149","3,312984494",0,0,1
uidC,"0,20300158","15,72888506",0,1,0
uidB,"0,166666667","12,27079006",0,1,0
uidA,"0,114790287","6,729527774",0,1,0
uidR,"0,120135364","7,347382055",0,1,0
hdhA,"0,278645833","22,30733281",0,1,0
malI,"0,127308066","8,156100811",0,1,0
malX,"0,107972379","5,920400173",0,1,0
malY,"0,110826939","6,262197997",0,1,0
add,"0,105788423","5,655788951",0,1,0
ydgJ,"0,134486071","8,944363324",0,1,0
blr,"0,452380952","35,80982729",0,1,0
cnu,"0,402777778","32,10166792",0,1,0
ydgK,"0,353741497","28,33662257",0,1,0
rsxA,"0,164948454","12,10040525",0,1,0
rsxB,"0,100172712","4,962142078",0,1,0
rsxC,"0,09851552","4,753574729",0,1,0
rsxD,"0,115203022","6,777731588",0,1,0
rsxG,"0,115942029","6,863829383",0,1,0
rsxE,"0,123563218","7,736648204",0,1,0
nth,"0,117924528","7,093481696",0,1,0
dtpA,"0,135728543","9,078835158",0,1,0
gstA,"0,145214521","10,0879266",0,1,0
pdxY,"0,12962963","8,413237909",0,1,0
tyrS,0,"-172,1619602",1,0,0
pdxH,"0,02891933","-7,47920808",1,0,0
mliC,"0,081818182","2,535463065",0,0,1
anmK,"0,127927928","8,224968895",0,1,0
slyB,"0,121794872","7,536489307",0,1,0
slyA,"0,144827586","10,04734409",0,1,0
ydhI,"0,181434599","13,70766549",0,1,0
ydhJ,"0,10955711","6,110707499",0,1,0
ydhK,"0,113760556","6,608890078",0,1,0
sodC,"0,084291188","2,879012134",0,0,1
ydhF,"0,124860647","7,882640128",0,1,0
ydhL,"0,041666667","-4,307985423",1,0,0
nemR,"0,088333333","3,428427767",0,0,1
nemA,"0,121129326","7,460797203",0,1,0
gloA,"0,112745098","6,489393784",0,1,0
rnt,"0,026234568","-8,282835786",1,0,0
lhr,"0,106129521","5,697299736",0,1,0
grxD,"0,077586207","1,933323516",0,0,1
mepH,"0,112745098","6,489393784",0,1,0
sodB,"0,127147766","8,138265655",0,1,0
ydhP,"0,123076923","7,681741244",0,1,0
ynhF,"0,088888889","3,502827699",0,0,1
purR,"0,090643275","3,73609328",0,1,0
ydhB,"0,098606645","4,765091411",0,1,0
ydhC,"0,116336634","6,909692442",0,1,0
cfa,"0,127937337","8,226013056",0,1,0
ribC,"0,018691589","-10,97237971",1,0,0
mdtK,"0,118631732","7,174948351",0,1,0
ydhQ,"0,106603023","5,754810592",0,1,0
ydhR,"0,071895425","1,092135155",0,0,1
ydhS,"0,11152648","6,345280918",0,1,0
ydhT,"0,10701107","5,804266645",0,1,0
ydhU,"0,099236641","4,844558432",0,1,0
ydhX,"0,076233184","1,736756991",0,0,1
ydhW,"0,089506173","3,585191309",0,0,1
ydhV,"0,126961484","8,117526502",0,1,0
ydhY,"0,267942584","21,41386887",0,1,0
ydhZ,"0,338095238","27,11004167",0,1,0
pykF,"0,116772824","6,960300188",0,1,0
lpp,"0,084388186","2,892368785",0,0,1
ldtE,"0,153233831","10,9187901",0,1,0
sufE,"0,134292566","8,923369869",0,1,0
sufS,"0,14004914","9,542198462",0,1,0
sufD,"0,127358491","8,161708983",0,1,0
sufC,"0,103078983","5,323576879",0,1,0
sufB,"0,102150538","5,208698079",0,1,0
sufA,"0,127371274","8,163130519",0,1,0
ydiH,"0,079365079","2,18870663",0,0,1
menI,"0,072992701","1,257363895",0,0,1
ydiJ,"0,095518482","4,371581478",0,1,0
ydiK,"0,139263252","9,458395841",0,1,0
ydiL,"0,294117647","23,58178253",0,1,0
ydiM,"0,286419753","22,95010288",0,1,0
ydiN,"0,214060032","16,73517592",0,1,0
ydiB,"0,15455594","11,05397848",0,1,0
aroD,"0,147562582","10,33319759",0,1,0
ydiF,"0,25877193","20,63996954",0,1,0
ydiO,"0,174479167","13,03685122",0,1,0
ydiP,"0,1875","14,28467475",0,1,0
ydiQ,"0,155555556","11,15586949",0,1,0
ydiR,"0,103301384","5,351015067",0,1,0
ydiS,"0,094573643","4,249823889",0,1,0
ydiT,"0,088435374","3,442112593",0,0,1
fadK,"0,17911354","13,48493053",0,1,0
ppsA,"0,143337537","9,890621534",0,1,0
ppsR,"0,153477218","10,94371366",0,1,0
aroH,"0,105062082","5,567165342",0,1,0
ydiE,"0,104166667","5,457476772",0,1,0
ydiU,"0,118997912","7,217038056",0,1,0
ydiV,"0,182072829","13,76872077",0,1,0
nlpC,"0,189247312","14,44959419",0,1,0
btuD,"0,109333333","6,0839194",0,1,0
btuE,"0,101449275","5,12156735",0,1,0
btuC,"0,110091743","6,174596306",0,1,0
ihfA,"0,036666667","-5,449934172",1,0,0
pheT,"0,001675042","-27,93764461",1,0,0
pheS,"0,00101626","-31,28221971",1,0,0
pheM,0,"-172,1619602",1,0,0
rplT,0,"-172,1619602",1,0,0
rpmI,"0,02020202","-10,36882094",1,0,0
infC,0,"-172,1619602",1,0,0
thrS,"0,002073613","-26,50204125",1,0,0
arpB,"0,17402734","12,99292008",0,1,0
yniD,"0,175925926","13,1772223",0,1,0
ydiY,"0,243741765","19,35333265",0,1,0
pfkB,"0,159139785","11,51898921",0,1,0
ydiZ,"0,12371134","7,75335208",0,1,0
yniA,"0,159117305","11,51672236",0,1,0
yniB,"0,202979516","15,72685836",0,1,0
yniC,"0,155455904","11,14572426",0,1,0
ydjM,"0,172588832","12,85275585",0,1,0
ydjN,"0,150143678","10,60087993",0,1,0
ydjO,"0,080845771","2,398740434",0,0,1
cedA,"0,255144033","20,33155443",0,1,0
katE,"0,114500442","6,695625351",0,1,0
chbG,"0,137333333","9,25170147",0,1,0
chbF,"0,299334812","24,00730522",0,1,0
chbR,"0,231316726","18,2708175",0,1,0
chbA,"0,247863248","19,70852461",0,1,0
chbC,"0,255334805","20,34780534",0,1,0
chbB,"0,193146417","14,8155918",0,1,0
osmE,"0,18879056","14,40653867",0,1,0
nadE,"0,002415459","-25,47236625",1,0,0
cho,"0,113738739","6,606328288",0,1,0
ves,"0,090277778","3,68770388",0,1,0
spy,"0,187242798","14,26035058",0,1,0
astE,"0,186790506","14,21754602",0,1,0
astB,"0,10639881","5,730023255",0,1,0
astD,"0,102096011","5,201934426",0,1,0
astA,"0,092753623","4,013412702",0,1,0
astC,"0,131040131","8,568424309",0,1,0
xthA,"0,110285006","6,197652825",0,1,0
ydjX,"0,253164557","20,16271348",0,1,0
ydjY,"0,12979351","8,431308233",0,1,0
ydjZ,"0,117231638","7,013433232",0,1,0
ynjA,"0,102003643","5,190472582",0,1,0
ynjB,"0,094258783","4,209103129",0,1,0
ynjC,"0,128255208","8,261267708",0,1,0
ynjD,"0,102446483","5,245374948",0,1,0
ynjE,"0,112385321","6,446927976",0,1,0
ynjF,"0,107890499","5,910529001",0,1,0
nudG,"0,149509804","10,53532534",0,1,0
ynjH,"0,186813187","14,21969345",0,1,0
gdhA,"0,120535714","7,393117679",0,1,0
ynjI,"0,226705091","17,86428262",0,1,0
topB,"0,126911315","8,111938654",0,1,0
selD,"0,099616858","4,892389378",0,1,0
ydjA,"0,119565217","7,282122051",0,1,0
sppA,"0,127625202","8,191354841",0,1,0
ansA,"0,133726647","8,861894065",0,1,0
pncA,"0,218068536","17,09547973",0,1,0
ydjE,"0,272259014","21,77541111",0,1,0
ydjF,"0,229249012","18,08887139",0,1,0
ydjG,"0,163098879","11,9161914",0,1,0
ydjH,"0,233122363","18,4292698",0,1,0
ydjI,"0,215053763","16,82471021",0,1,0
ydjJ,"0,255747126","20,38291629",0,1,0
ydjK,"0,263768116","21,06258476",0,1,0
ydjL,"0,108635097","6,000155693",0,1,0
yeaC,"0,113553114","6,584522023",0,1,0
msrB,"0,086956522","3,242910718",0,0,1
gapA,"0,002008032","-26,71851386",1,0,0
yeaD,"0,10960452","6,116379351",0,1,0
yeaE,"0,106432749","5,734144451",0,1,0
mipA,"0,141900937","9,738844012",0,1,0
yeaG,"0,102842377","5,294352374",0,1,0
yeaH,"0,142523364","9,804686183",0,1,0
yeaI,"0,140921409","9,634968459",0,1,0
yeaJ,"0,333333333","26,73398058",0,1,0
yeaK,"0,138888889","9,418401974",0,1,0
yoaI,"0,152380952","10,83132069",0,1,0
